Container stores 10000 shapes:
Parallelepiped: a = 9, b = 1, c = 6; Density = 1; SurfaceArea = 138.0
Sphere: r = 26; Density = 1; SurfaceArea = 8494.8665353068
Tetrahedron: a = 24; Density = 3; SurfaceArea = 997.6612651596732
Sphere: r = 29; Density = 30; SurfaceArea = 10568.317686676064
Tetrahedron: a = 2; Density = 27; SurfaceArea = 6.928203230275509
Parallelepiped: a = 30, b = 13, c = 16; Density = 20; SurfaceArea = 2156.0
Tetrahedron: a = 13; Density = 27; SurfaceArea = 292.71658647914023
Tetrahedron: a = 7; Density = 4; SurfaceArea = 84.87048957087498
Sphere: r = 10; Density = 10; SurfaceArea = 1256.6370614359173
Parallelepiped: a = 8, b = 17, c = 22; Density = 12; SurfaceArea = 1372.0
Parallelepiped: a = 11, b = 19, c = 4; Density = 22; SurfaceArea = 658.0
Sphere: r = 4; Density = 4; SurfaceArea = 201.06192982974676
Tetrahedron: a = 7; Density = 3; SurfaceArea = 84.87048957087498
Parallelepiped: a = 12, b = 2, c = 25; Density = 25; SurfaceArea = 748.0
Sphere: r = 7; Density = 4; SurfaceArea = 615.7521601035994
Sphere: r = 11; Density = 16; SurfaceArea = 1520.53084433746
Sphere: r = 3; Density = 23; SurfaceArea = 113.09733552923255
Sphere: r = 11; Density = 1; SurfaceArea = 1520.53084433746
Sphere: r = 20; Density = 18; SurfaceArea = 5026.548245743669
Parallelepiped: a = 21, b = 20, c = 26; Density = 15; SurfaceArea = 2972.0
Parallelepiped: a = 13, b = 3, c = 13; Density = 19; SurfaceArea = 494.0
Sphere: r = 20; Density = 6; SurfaceArea = 5026.548245743669
Sphere: r = 29; Density = 20; SurfaceArea = 10568.317686676064
Tetrahedron: a = 22; Density = 16; SurfaceArea = 838.3125908633366
Sphere: r = 12; Density = 17; SurfaceArea = 1809.5573684677208
Sphere: r = 11; Density = 3; SurfaceArea = 1520.53084433746
Sphere: r = 24; Density = 25; SurfaceArea = 7238.229473870883
Sphere: r = 10; Density = 15; SurfaceArea = 1256.6370614359173
Tetrahedron: a = 15; Density = 15; SurfaceArea = 389.71143170299734
Tetrahedron: a = 11; Density = 13; SurfaceArea = 209.57814771583415
Tetrahedron: a = 5; Density = 8; SurfaceArea = 43.30127018922193
Tetrahedron: a = 9; Density = 22; SurfaceArea = 140.29611541307906
Parallelepiped: a = 28, b = 4, c = 20; Density = 24; SurfaceArea = 1504.0
Tetrahedron: a = 20; Density = 21; SurfaceArea = 692.8203230275509
Parallelepiped: a = 21, b = 6, c = 26; Density = 14; SurfaceArea = 1656.0
Parallelepiped: a = 19, b = 25, c = 4; Density = 26; SurfaceArea = 1302.0
Parallelepiped: a = 2, b = 18, c = 29; Density = 27; SurfaceArea = 1232.0
Parallelepiped: a = 2, b = 20, c = 15; Density = 4; SurfaceArea = 740.0
Sphere: r = 21; Density = 10; SurfaceArea = 5541.769440932395
Sphere: r = 24; Density = 29; SurfaceArea = 7238.229473870883
Tetrahedron: a = 19; Density = 23; SurfaceArea = 625.2703415323647
Sphere: r = 15; Density = 16; SurfaceArea = 2827.4333882308138
Sphere: r = 19; Density = 6; SurfaceArea = 4536.459791783661
Tetrahedron: a = 25; Density = 12; SurfaceArea = 1082.5317547305483
Tetrahedron: a = 21; Density = 26; SurfaceArea = 763.8344061378748
Parallelepiped: a = 19, b = 8, c = 22; Density = 16; SurfaceArea = 1492.0
Tetrahedron: a = 7; Density = 28; SurfaceArea = 84.87048957087498
Parallelepiped: a = 9, b = 7, c = 10; Density = 27; SurfaceArea = 446.0
Tetrahedron: a = 18; Density = 9; SurfaceArea = 561.1844616523163
Tetrahedron: a = 20; Density = 27; SurfaceArea = 692.8203230275509
Tetrahedron: a = 9; Density = 9; SurfaceArea = 140.29611541307906
Sphere: r = 16; Density = 5; SurfaceArea = 3216.990877275948
Sphere: r = 9; Density = 10; SurfaceArea = 1017.8760197630929
Parallelepiped: a = 10, b = 9, c = 28; Density = 23; SurfaceArea = 1244.0
Tetrahedron: a = 22; Density = 6; SurfaceArea = 838.3125908633366
Tetrahedron: a = 9; Density = 18; SurfaceArea = 140.29611541307906
Tetrahedron: a = 17; Density = 24; SurfaceArea = 500.5626833874055
Tetrahedron: a = 27; Density = 20; SurfaceArea = 1262.6650387177115
Tetrahedron: a = 15; Density = 23; SurfaceArea = 389.71143170299734
Sphere: r = 8; Density = 6; SurfaceArea = 804.247719318987
Sphere: r = 21; Density = 4; SurfaceArea = 5541.769440932395
Sphere: r = 9; Density = 18; SurfaceArea = 1017.8760197630929
Parallelepiped: a = 19, b = 10, c = 10; Density = 21; SurfaceArea = 960.0
Parallelepiped: a = 23, b = 2, c = 25; Density = 12; SurfaceArea = 1342.0
Parallelepiped: a = 13, b = 30, c = 17; Density = 17; SurfaceArea = 2242.0
Parallelepiped: a = 30, b = 10, c = 3; Density = 8; SurfaceArea = 840.0
Tetrahedron: a = 17; Density = 25; SurfaceArea = 500.5626833874055
Tetrahedron: a = 2; Density = 9; SurfaceArea = 6.928203230275509
Parallelepiped: a = 22, b = 16, c = 2; Density = 25; SurfaceArea = 856.0
Tetrahedron: a = 17; Density = 22; SurfaceArea = 500.5626833874055
Parallelepiped: a = 26, b = 15, c = 26; Density = 1; SurfaceArea = 2912.0
Tetrahedron: a = 20; Density = 20; SurfaceArea = 692.8203230275509
Parallelepiped: a = 1, b = 25, c = 22; Density = 21; SurfaceArea = 1194.0
Parallelepiped: a = 15, b = 14, c = 19; Density = 25; SurfaceArea = 1522.0
Tetrahedron: a = 12; Density = 6; SurfaceArea = 249.4153162899183
Parallelepiped: a = 23, b = 2, c = 30; Density = 2; SurfaceArea = 1592.0
Sphere: r = 8; Density = 14; SurfaceArea = 804.247719318987
Tetrahedron: a = 16; Density = 1; SurfaceArea = 443.40500673763256
Parallelepiped: a = 11, b = 12, c = 29; Density = 23; SurfaceArea = 1598.0
Tetrahedron: a = 7; Density = 6; SurfaceArea = 84.87048957087498
Parallelepiped: a = 2, b = 12, c = 22; Density = 19; SurfaceArea = 664.0
Sphere: r = 11; Density = 6; SurfaceArea = 1520.53084433746
Parallelepiped: a = 7, b = 25, c = 13; Density = 5; SurfaceArea = 1182.0
Sphere: r = 5; Density = 24; SurfaceArea = 314.1592653589793
Sphere: r = 13; Density = 27; SurfaceArea = 2123.7166338267
Tetrahedron: a = 25; Density = 17; SurfaceArea = 1082.5317547305483
Sphere: r = 12; Density = 3; SurfaceArea = 1809.5573684677208
Tetrahedron: a = 21; Density = 4; SurfaceArea = 763.8344061378748
Sphere: r = 14; Density = 23; SurfaceArea = 2463.0086404143976
Parallelepiped: a = 20, b = 5, c = 14; Density = 6; SurfaceArea = 900.0
Parallelepiped: a = 27, b = 13, c = 19; Density = 4; SurfaceArea = 2222.0
Sphere: r = 30; Density = 12; SurfaceArea = 11309.733552923255
Parallelepiped: a = 30, b = 7, c = 27; Density = 17; SurfaceArea = 2418.0
Parallelepiped: a = 26, b = 19, c = 8; Density = 30; SurfaceArea = 1708.0
Sphere: r = 15; Density = 27; SurfaceArea = 2827.4333882308138
Tetrahedron: a = 4; Density = 6; SurfaceArea = 27.712812921102035
Sphere: r = 26; Density = 23; SurfaceArea = 8494.8665353068
Parallelepiped: a = 14, b = 30, c = 20; Density = 21; SurfaceArea = 2600.0
Tetrahedron: a = 10; Density = 29; SurfaceArea = 173.20508075688772
Parallelepiped: a = 22, b = 25, c = 23; Density = 29; SurfaceArea = 3262.0
Tetrahedron: a = 16; Density = 27; SurfaceArea = 443.40500673763256
Parallelepiped: a = 15, b = 20, c = 11; Density = 30; SurfaceArea = 1370.0
Sphere: r = 10; Density = 29; SurfaceArea = 1256.6370614359173
Parallelepiped: a = 23, b = 6, c = 29; Density = 20; SurfaceArea = 1958.0
Parallelepiped: a = 17, b = 25, c = 23; Density = 27; SurfaceArea = 2782.0
Parallelepiped: a = 5, b = 21, c = 12; Density = 19; SurfaceArea = 834.0
Tetrahedron: a = 25; Density = 16; SurfaceArea = 1082.5317547305483
Parallelepiped: a = 13, b = 4, c = 12; Density = 2; SurfaceArea = 512.0
Tetrahedron: a = 23; Density = 25; SurfaceArea = 916.2548772039361
Sphere: r = 21; Density = 22; SurfaceArea = 5541.769440932395
Parallelepiped: a = 16, b = 10, c = 23; Density = 3; SurfaceArea = 1516.0
Tetrahedron: a = 1; Density = 20; SurfaceArea = 1.7320508075688772
Sphere: r = 18; Density = 4; SurfaceArea = 4071.5040790523717
Sphere: r = 10; Density = 21; SurfaceArea = 1256.6370614359173
Tetrahedron: a = 17; Density = 16; SurfaceArea = 500.5626833874055
Parallelepiped: a = 21, b = 23, c = 10; Density = 29; SurfaceArea = 1846.0
Sphere: r = 24; Density = 25; SurfaceArea = 7238.229473870883
Sphere: r = 28; Density = 27; SurfaceArea = 9852.03456165759
Parallelepiped: a = 19, b = 4, c = 3; Density = 27; SurfaceArea = 290.0
Tetrahedron: a = 11; Density = 27; SurfaceArea = 209.57814771583415
Tetrahedron: a = 9; Density = 6; SurfaceArea = 140.29611541307906
Parallelepiped: a = 13, b = 6, c = 27; Density = 15; SurfaceArea = 1182.0
Parallelepiped: a = 17, b = 23, c = 23; Density = 6; SurfaceArea = 2622.0
Tetrahedron: a = 10; Density = 30; SurfaceArea = 173.20508075688772
Sphere: r = 4; Density = 18; SurfaceArea = 201.06192982974676
Sphere: r = 6; Density = 12; SurfaceArea = 452.3893421169302
Tetrahedron: a = 6; Density = 23; SurfaceArea = 62.35382907247958
Sphere: r = 17; Density = 29; SurfaceArea = 3631.681107549801
Tetrahedron: a = 2; Density = 4; SurfaceArea = 6.928203230275509
Sphere: r = 14; Density = 15; SurfaceArea = 2463.0086404143976
Parallelepiped: a = 30, b = 28, c = 7; Density = 14; SurfaceArea = 2492.0
Sphere: r = 21; Density = 16; SurfaceArea = 5541.769440932395
Parallelepiped: a = 17, b = 13, c = 26; Density = 17; SurfaceArea = 2002.0
Tetrahedron: a = 23; Density = 24; SurfaceArea = 916.2548772039361
Parallelepiped: a = 18, b = 17, c = 4; Density = 7; SurfaceArea = 892.0
Sphere: r = 20; Density = 23; SurfaceArea = 5026.548245743669
Tetrahedron: a = 21; Density = 12; SurfaceArea = 763.8344061378748
Parallelepiped: a = 15, b = 22, c = 8; Density = 12; SurfaceArea = 1252.0
Parallelepiped: a = 29, b = 12, c = 28; Density = 7; SurfaceArea = 2992.0
Sphere: r = 7; Density = 3; SurfaceArea = 615.7521601035994
Tetrahedron: a = 18; Density = 22; SurfaceArea = 561.1844616523163
Sphere: r = 26; Density = 1; SurfaceArea = 8494.8665353068
Parallelepiped: a = 30, b = 7, c = 2; Density = 8; SurfaceArea = 568.0
Tetrahedron: a = 14; Density = 26; SurfaceArea = 339.4819582834999
Tetrahedron: a = 8; Density = 8; SurfaceArea = 110.85125168440814
Sphere: r = 23; Density = 5; SurfaceArea = 6647.610054996002
Tetrahedron: a = 13; Density = 8; SurfaceArea = 292.71658647914023
Sphere: r = 25; Density = 23; SurfaceArea = 7853.981633974483
Sphere: r = 7; Density = 18; SurfaceArea = 615.7521601035994
Tetrahedron: a = 8; Density = 9; SurfaceArea = 110.85125168440814
Tetrahedron: a = 25; Density = 2; SurfaceArea = 1082.5317547305483
Tetrahedron: a = 19; Density = 7; SurfaceArea = 625.2703415323647
Sphere: r = 14; Density = 9; SurfaceArea = 2463.0086404143976
Sphere: r = 6; Density = 3; SurfaceArea = 452.3893421169302
Parallelepiped: a = 3, b = 18, c = 23; Density = 13; SurfaceArea = 1074.0
Tetrahedron: a = 7; Density = 26; SurfaceArea = 84.87048957087498
Sphere: r = 4; Density = 27; SurfaceArea = 201.06192982974676
Sphere: r = 21; Density = 2; SurfaceArea = 5541.769440932395
Sphere: r = 25; Density = 12; SurfaceArea = 7853.981633974483
Sphere: r = 29; Density = 17; SurfaceArea = 10568.317686676064
Tetrahedron: a = 9; Density = 11; SurfaceArea = 140.29611541307906
Sphere: r = 9; Density = 25; SurfaceArea = 1017.8760197630929
Parallelepiped: a = 17, b = 23, c = 27; Density = 27; SurfaceArea = 2942.0
Tetrahedron: a = 19; Density = 20; SurfaceArea = 625.2703415323647
Tetrahedron: a = 30; Density = 16; SurfaceArea = 1558.8457268119894
Tetrahedron: a = 11; Density = 16; SurfaceArea = 209.57814771583415
Sphere: r = 21; Density = 3; SurfaceArea = 5541.769440932395
Sphere: r = 2; Density = 26; SurfaceArea = 50.26548245743669
Parallelepiped: a = 25, b = 21, c = 25; Density = 11; SurfaceArea = 3350.0
Parallelepiped: a = 14, b = 17, c = 9; Density = 24; SurfaceArea = 1034.0
Tetrahedron: a = 13; Density = 11; SurfaceArea = 292.71658647914023
Tetrahedron: a = 25; Density = 20; SurfaceArea = 1082.5317547305483
Parallelepiped: a = 30, b = 1, c = 17; Density = 14; SurfaceArea = 1114.0
Sphere: r = 23; Density = 23; SurfaceArea = 6647.610054996002
Parallelepiped: a = 5, b = 14, c = 26; Density = 26; SurfaceArea = 1128.0
Sphere: r = 4; Density = 9; SurfaceArea = 201.06192982974676
Tetrahedron: a = 3; Density = 28; SurfaceArea = 15.588457268119894
Tetrahedron: a = 8; Density = 21; SurfaceArea = 110.85125168440814
Parallelepiped: a = 25, b = 8, c = 15; Density = 9; SurfaceArea = 1390.0
Parallelepiped: a = 10, b = 10, c = 10; Density = 28; SurfaceArea = 600.0
Tetrahedron: a = 7; Density = 9; SurfaceArea = 84.87048957087498
Sphere: r = 23; Density = 24; SurfaceArea = 6647.610054996002
Parallelepiped: a = 13, b = 29, c = 25; Density = 18; SurfaceArea = 2854.0
Parallelepiped: a = 10, b = 28, c = 23; Density = 6; SurfaceArea = 2308.0
Parallelepiped: a = 1, b = 2, c = 8; Density = 22; SurfaceArea = 52.0
Parallelepiped: a = 13, b = 7, c = 29; Density = 9; SurfaceArea = 1342.0
Tetrahedron: a = 12; Density = 6; SurfaceArea = 249.4153162899183
Sphere: r = 28; Density = 21; SurfaceArea = 9852.03456165759
Parallelepiped: a = 11, b = 28, c = 26; Density = 22; SurfaceArea = 2644.0
Sphere: r = 9; Density = 22; SurfaceArea = 1017.8760197630929
Tetrahedron: a = 16; Density = 7; SurfaceArea = 443.40500673763256
Sphere: r = 22; Density = 24; SurfaceArea = 6082.12337734984
Tetrahedron: a = 7; Density = 21; SurfaceArea = 84.87048957087498
Tetrahedron: a = 29; Density = 6; SurfaceArea = 1456.6547291654258
Sphere: r = 6; Density = 7; SurfaceArea = 452.3893421169302
Tetrahedron: a = 27; Density = 11; SurfaceArea = 1262.6650387177115
Tetrahedron: a = 30; Density = 23; SurfaceArea = 1558.8457268119894
Tetrahedron: a = 14; Density = 10; SurfaceArea = 339.4819582834999
Sphere: r = 13; Density = 22; SurfaceArea = 2123.7166338267
Parallelepiped: a = 24, b = 8, c = 24; Density = 11; SurfaceArea = 1920.0
Tetrahedron: a = 8; Density = 4; SurfaceArea = 110.85125168440814
Parallelepiped: a = 9, b = 27, c = 27; Density = 12; SurfaceArea = 2430.0
Tetrahedron: a = 23; Density = 29; SurfaceArea = 916.2548772039361
Sphere: r = 23; Density = 5; SurfaceArea = 6647.610054996002
Parallelepiped: a = 30, b = 23, c = 20; Density = 30; SurfaceArea = 3500.0
Tetrahedron: a = 21; Density = 12; SurfaceArea = 763.8344061378748
Tetrahedron: a = 1; Density = 27; SurfaceArea = 1.7320508075688772
Tetrahedron: a = 21; Density = 19; SurfaceArea = 763.8344061378748
Parallelepiped: a = 3, b = 8, c = 10; Density = 14; SurfaceArea = 268.0
Sphere: r = 28; Density = 2; SurfaceArea = 9852.03456165759
Parallelepiped: a = 16, b = 9, c = 10; Density = 29; SurfaceArea = 788.0
Tetrahedron: a = 6; Density = 27; SurfaceArea = 62.35382907247958
Sphere: r = 10; Density = 28; SurfaceArea = 1256.6370614359173
Tetrahedron: a = 18; Density = 9; SurfaceArea = 561.1844616523163
Parallelepiped: a = 14, b = 9, c = 7; Density = 14; SurfaceArea = 574.0
Tetrahedron: a = 2; Density = 8; SurfaceArea = 6.928203230275509
Tetrahedron: a = 7; Density = 11; SurfaceArea = 84.87048957087498
Tetrahedron: a = 25; Density = 4; SurfaceArea = 1082.5317547305483
Tetrahedron: a = 9; Density = 26; SurfaceArea = 140.29611541307906
Sphere: r = 27; Density = 28; SurfaceArea = 9160.884177867836
Parallelepiped: a = 3, b = 23, c = 2; Density = 23; SurfaceArea = 242.0
Sphere: r = 7; Density = 27; SurfaceArea = 615.7521601035994
Tetrahedron: a = 2; Density = 10; SurfaceArea = 6.928203230275509
Parallelepiped: a = 1, b = 12, c = 11; Density = 12; SurfaceArea = 310.0
Sphere: r = 11; Density = 10; SurfaceArea = 1520.53084433746
Tetrahedron: a = 9; Density = 3; SurfaceArea = 140.29611541307906
Sphere: r = 15; Density = 11; SurfaceArea = 2827.4333882308138
Sphere: r = 17; Density = 1; SurfaceArea = 3631.681107549801
Tetrahedron: a = 1; Density = 9; SurfaceArea = 1.7320508075688772
Tetrahedron: a = 21; Density = 9; SurfaceArea = 763.8344061378748
Parallelepiped: a = 30, b = 11, c = 13; Density = 8; SurfaceArea = 1726.0
Tetrahedron: a = 3; Density = 27; SurfaceArea = 15.588457268119894
Sphere: r = 3; Density = 19; SurfaceArea = 113.09733552923255
Sphere: r = 21; Density = 28; SurfaceArea = 5541.769440932395
Parallelepiped: a = 8, b = 20, c = 20; Density = 15; SurfaceArea = 1440.0
Parallelepiped: a = 13, b = 3, c = 2; Density = 16; SurfaceArea = 142.0
Tetrahedron: a = 6; Density = 4; SurfaceArea = 62.35382907247958
Sphere: r = 22; Density = 22; SurfaceArea = 6082.12337734984
Parallelepiped: a = 13, b = 20, c = 19; Density = 9; SurfaceArea = 1774.0
Tetrahedron: a = 26; Density = 30; SurfaceArea = 1170.866345916561
Tetrahedron: a = 3; Density = 29; SurfaceArea = 15.588457268119894
Sphere: r = 22; Density = 5; SurfaceArea = 6082.12337734984
Parallelepiped: a = 21, b = 8, c = 26; Density = 15; SurfaceArea = 1844.0
Sphere: r = 18; Density = 25; SurfaceArea = 4071.5040790523717
Parallelepiped: a = 27, b = 26, c = 3; Density = 5; SurfaceArea = 1722.0
Sphere: r = 22; Density = 3; SurfaceArea = 6082.12337734984
Parallelepiped: a = 4, b = 24, c = 27; Density = 9; SurfaceArea = 1704.0
Tetrahedron: a = 6; Density = 11; SurfaceArea = 62.35382907247958
Tetrahedron: a = 23; Density = 18; SurfaceArea = 916.2548772039361
Tetrahedron: a = 12; Density = 9; SurfaceArea = 249.4153162899183
Tetrahedron: a = 28; Density = 6; SurfaceArea = 1357.9278331339997
Parallelepiped: a = 23, b = 27, c = 17; Density = 7; SurfaceArea = 2942.0
Parallelepiped: a = 29, b = 7, c = 28; Density = 30; SurfaceArea = 2422.0
Tetrahedron: a = 6; Density = 2; SurfaceArea = 62.35382907247958
Tetrahedron: a = 18; Density = 13; SurfaceArea = 561.1844616523163
Parallelepiped: a = 28, b = 5, c = 12; Density = 16; SurfaceArea = 1072.0
Sphere: r = 5; Density = 3; SurfaceArea = 314.1592653589793
Tetrahedron: a = 9; Density = 30; SurfaceArea = 140.29611541307906
Tetrahedron: a = 24; Density = 2; SurfaceArea = 997.6612651596732
Parallelepiped: a = 11, b = 11, c = 11; Density = 14; SurfaceArea = 726.0
Tetrahedron: a = 13; Density = 27; SurfaceArea = 292.71658647914023
Parallelepiped: a = 22, b = 30, c = 15; Density = 10; SurfaceArea = 2880.0
Sphere: r = 26; Density = 8; SurfaceArea = 8494.8665353068
Sphere: r = 3; Density = 6; SurfaceArea = 113.09733552923255
Tetrahedron: a = 4; Density = 3; SurfaceArea = 27.712812921102035
Sphere: r = 19; Density = 11; SurfaceArea = 4536.459791783661
Sphere: r = 26; Density = 22; SurfaceArea = 8494.8665353068
Parallelepiped: a = 30, b = 21, c = 27; Density = 21; SurfaceArea = 4014.0
Sphere: r = 29; Density = 23; SurfaceArea = 10568.317686676064
Tetrahedron: a = 22; Density = 8; SurfaceArea = 838.3125908633366
Parallelepiped: a = 27, b = 19, c = 23; Density = 10; SurfaceArea = 3142.0
Sphere: r = 18; Density = 16; SurfaceArea = 4071.5040790523717
Parallelepiped: a = 7, b = 27, c = 6; Density = 26; SurfaceArea = 786.0
Sphere: r = 23; Density = 19; SurfaceArea = 6647.610054996002
Parallelepiped: a = 21, b = 5, c = 7; Density = 18; SurfaceArea = 574.0
Sphere: r = 15; Density = 19; SurfaceArea = 2827.4333882308138
Sphere: r = 25; Density = 18; SurfaceArea = 7853.981633974483
Parallelepiped: a = 3, b = 23, c = 28; Density = 25; SurfaceArea = 1594.0
Parallelepiped: a = 8, b = 28, c = 29; Density = 7; SurfaceArea = 2536.0
Tetrahedron: a = 16; Density = 3; SurfaceArea = 443.40500673763256
Parallelepiped: a = 13, b = 15, c = 28; Density = 26; SurfaceArea = 1958.0
Tetrahedron: a = 14; Density = 10; SurfaceArea = 339.4819582834999
Sphere: r = 14; Density = 27; SurfaceArea = 2463.0086404143976
Tetrahedron: a = 2; Density = 10; SurfaceArea = 6.928203230275509
Sphere: r = 13; Density = 6; SurfaceArea = 2123.7166338267
Tetrahedron: a = 4; Density = 23; SurfaceArea = 27.712812921102035
Parallelepiped: a = 20, b = 21, c = 1; Density = 25; SurfaceArea = 922.0
Tetrahedron: a = 22; Density = 12; SurfaceArea = 838.3125908633366
Parallelepiped: a = 13, b = 23, c = 29; Density = 28; SurfaceArea = 2686.0
Tetrahedron: a = 19; Density = 25; SurfaceArea = 625.2703415323647
Sphere: r = 11; Density = 1; SurfaceArea = 1520.53084433746
Tetrahedron: a = 7; Density = 13; SurfaceArea = 84.87048957087498
Sphere: r = 6; Density = 25; SurfaceArea = 452.3893421169302
Parallelepiped: a = 11, b = 8, c = 12; Density = 17; SurfaceArea = 632.0
Sphere: r = 19; Density = 7; SurfaceArea = 4536.459791783661
Tetrahedron: a = 2; Density = 4; SurfaceArea = 6.928203230275509
Tetrahedron: a = 10; Density = 29; SurfaceArea = 173.20508075688772
Tetrahedron: a = 23; Density = 29; SurfaceArea = 916.2548772039361
