Container stores 5000 shapes:
Parallelepiped: a = 4, b = 2, c = 22; Density = 10; SurfaceArea = 280.0
Sphere: r = 10; Density = 16; SurfaceArea = 1256.6370614359173
Parallelepiped: a = 6, b = 12, c = 17; Density = 7; SurfaceArea = 756.0
Tetrahedron: a = 4; Density = 16; SurfaceArea = 27.712812921102035
Parallelepiped: a = 27, b = 24, c = 18; Density = 25; SurfaceArea = 3132.0
Sphere: r = 22; Density = 20; SurfaceArea = 6082.12337734984
Parallelepiped: a = 20, b = 27, c = 18; Density = 18; SurfaceArea = 2772.0
Tetrahedron: a = 9; Density = 1; SurfaceArea = 140.29611541307906
Tetrahedron: a = 12; Density = 18; SurfaceArea = 249.4153162899183
Sphere: r = 28; Density = 28; SurfaceArea = 9852.03456165759
Parallelepiped: a = 15, b = 14, c = 26; Density = 28; SurfaceArea = 1928.0
Parallelepiped: a = 4, b = 8, c = 13; Density = 24; SurfaceArea = 376.0
Sphere: r = 2; Density = 4; SurfaceArea = 50.26548245743669
Sphere: r = 14; Density = 24; SurfaceArea = 2463.0086404143976
Sphere: r = 2; Density = 20; SurfaceArea = 50.26548245743669
Sphere: r = 10; Density = 28; SurfaceArea = 1256.6370614359173
Parallelepiped: a = 20, b = 21, c = 9; Density = 6; SurfaceArea = 1578.0
Parallelepiped: a = 25, b = 25, c = 19; Density = 2; SurfaceArea = 3150.0
Tetrahedron: a = 8; Density = 27; SurfaceArea = 110.85125168440814
Tetrahedron: a = 22; Density = 4; SurfaceArea = 838.3125908633366
Parallelepiped: a = 2, b = 2, c = 12; Density = 7; SurfaceArea = 104.0
Tetrahedron: a = 23; Density = 9; SurfaceArea = 916.2548772039361
Tetrahedron: a = 29; Density = 17; SurfaceArea = 1456.6547291654258
Sphere: r = 30; Density = 20; SurfaceArea = 11309.733552923255
Sphere: r = 29; Density = 18; SurfaceArea = 10568.317686676064
Sphere: r = 10; Density = 11; SurfaceArea = 1256.6370614359173
Tetrahedron: a = 15; Density = 7; SurfaceArea = 389.71143170299734
Tetrahedron: a = 3; Density = 9; SurfaceArea = 15.588457268119894
Sphere: r = 25; Density = 10; SurfaceArea = 7853.981633974483
Sphere: r = 24; Density = 13; SurfaceArea = 7238.229473870883
Parallelepiped: a = 8, b = 3, c = 16; Density = 10; SurfaceArea = 400.0
Tetrahedron: a = 5; Density = 14; SurfaceArea = 43.30127018922193
Parallelepiped: a = 19, b = 5, c = 6; Density = 19; SurfaceArea = 478.0
Parallelepiped: a = 23, b = 9, c = 21; Density = 28; SurfaceArea = 1758.0
Sphere: r = 7; Density = 10; SurfaceArea = 615.7521601035994
Sphere: r = 3; Density = 21; SurfaceArea = 113.09733552923255
Tetrahedron: a = 17; Density = 13; SurfaceArea = 500.5626833874055
Sphere: r = 9; Density = 11; SurfaceArea = 1017.8760197630929
Sphere: r = 27; Density = 4; SurfaceArea = 9160.884177867836
Sphere: r = 30; Density = 14; SurfaceArea = 11309.733552923255
Sphere: r = 22; Density = 18; SurfaceArea = 6082.12337734984
Parallelepiped: a = 15, b = 4, c = 16; Density = 6; SurfaceArea = 728.0
Parallelepiped: a = 14, b = 4, c = 10; Density = 4; SurfaceArea = 472.0
Parallelepiped: a = 16, b = 18, c = 20; Density = 18; SurfaceArea = 1936.0
Parallelepiped: a = 24, b = 17, c = 5; Density = 8; SurfaceArea = 1226.0
Sphere: r = 11; Density = 10; SurfaceArea = 1520.53084433746
Sphere: r = 29; Density = 23; SurfaceArea = 10568.317686676064
Parallelepiped: a = 20, b = 17, c = 2; Density = 27; SurfaceArea = 828.0
Sphere: r = 11; Density = 8; SurfaceArea = 1520.53084433746
Tetrahedron: a = 19; Density = 17; SurfaceArea = 625.2703415323647
Parallelepiped: a = 5, b = 2, c = 29; Density = 12; SurfaceArea = 426.0
Tetrahedron: a = 29; Density = 20; SurfaceArea = 1456.6547291654258
Tetrahedron: a = 27; Density = 11; SurfaceArea = 1262.6650387177115
Parallelepiped: a = 15, b = 8, c = 7; Density = 28; SurfaceArea = 562.0
Tetrahedron: a = 3; Density = 11; SurfaceArea = 15.588457268119894
Sphere: r = 18; Density = 4; SurfaceArea = 4071.5040790523717
Parallelepiped: a = 25, b = 15, c = 13; Density = 25; SurfaceArea = 1790.0
Parallelepiped: a = 5, b = 15, c = 20; Density = 16; SurfaceArea = 950.0
Tetrahedron: a = 21; Density = 16; SurfaceArea = 763.8344061378748
Sphere: r = 20; Density = 8; SurfaceArea = 5026.548245743669
Tetrahedron: a = 21; Density = 20; SurfaceArea = 763.8344061378748
Sphere: r = 5; Density = 2; SurfaceArea = 314.1592653589793
Parallelepiped: a = 6, b = 11, c = 6; Density = 1; SurfaceArea = 336.0
Tetrahedron: a = 23; Density = 19; SurfaceArea = 916.2548772039361
Sphere: r = 9; Density = 9; SurfaceArea = 1017.8760197630929
Sphere: r = 22; Density = 25; SurfaceArea = 6082.12337734984
Tetrahedron: a = 20; Density = 18; SurfaceArea = 692.8203230275509
Tetrahedron: a = 30; Density = 27; SurfaceArea = 1558.8457268119894
Tetrahedron: a = 22; Density = 3; SurfaceArea = 838.3125908633366
Sphere: r = 30; Density = 4; SurfaceArea = 11309.733552923255
Parallelepiped: a = 25, b = 26, c = 23; Density = 27; SurfaceArea = 3646.0
Parallelepiped: a = 8, b = 23, c = 5; Density = 30; SurfaceArea = 678.0
Parallelepiped: a = 9, b = 19, c = 9; Density = 27; SurfaceArea = 846.0
Tetrahedron: a = 21; Density = 12; SurfaceArea = 763.8344061378748
Tetrahedron: a = 14; Density = 6; SurfaceArea = 339.4819582834999
Sphere: r = 22; Density = 29; SurfaceArea = 6082.12337734984
Sphere: r = 6; Density = 2; SurfaceArea = 452.3893421169302
Tetrahedron: a = 2; Density = 30; SurfaceArea = 6.928203230275509
Parallelepiped: a = 24, b = 25, c = 25; Density = 17; SurfaceArea = 3650.0
Sphere: r = 13; Density = 27; SurfaceArea = 2123.7166338267
Tetrahedron: a = 10; Density = 15; SurfaceArea = 173.20508075688772
Parallelepiped: a = 3, b = 20, c = 7; Density = 7; SurfaceArea = 442.0
Tetrahedron: a = 21; Density = 2; SurfaceArea = 763.8344061378748
Tetrahedron: a = 18; Density = 10; SurfaceArea = 561.1844616523163
Tetrahedron: a = 17; Density = 29; SurfaceArea = 500.5626833874055
Sphere: r = 8; Density = 16; SurfaceArea = 804.247719318987
Sphere: r = 14; Density = 11; SurfaceArea = 2463.0086404143976
Parallelepiped: a = 17, b = 1, c = 10; Density = 3; SurfaceArea = 394.0
Sphere: r = 11; Density = 13; SurfaceArea = 1520.53084433746
Parallelepiped: a = 12, b = 26, c = 1; Density = 10; SurfaceArea = 700.0
Tetrahedron: a = 7; Density = 14; SurfaceArea = 84.87048957087498
Parallelepiped: a = 17, b = 10, c = 18; Density = 3; SurfaceArea = 1312.0
Tetrahedron: a = 15; Density = 19; SurfaceArea = 389.71143170299734
Sphere: r = 24; Density = 6; SurfaceArea = 7238.229473870883
Sphere: r = 14; Density = 25; SurfaceArea = 2463.0086404143976
Parallelepiped: a = 24, b = 18, c = 9; Density = 17; SurfaceArea = 1620.0
Sphere: r = 24; Density = 10; SurfaceArea = 7238.229473870883
Parallelepiped: a = 9, b = 17, c = 8; Density = 23; SurfaceArea = 722.0
Tetrahedron: a = 1; Density = 12; SurfaceArea = 1.7320508075688772
Parallelepiped: a = 23, b = 22, c = 5; Density = 23; SurfaceArea = 1462.0
Tetrahedron: a = 14; Density = 16; SurfaceArea = 339.4819582834999
Tetrahedron: a = 20; Density = 29; SurfaceArea = 692.8203230275509
Tetrahedron: a = 2; Density = 2; SurfaceArea = 6.928203230275509
Tetrahedron: a = 13; Density = 6; SurfaceArea = 292.71658647914023
Sphere: r = 21; Density = 30; SurfaceArea = 5541.769440932395
Sphere: r = 8; Density = 11; SurfaceArea = 804.247719318987
Parallelepiped: a = 15, b = 26, c = 7; Density = 25; SurfaceArea = 1354.0
Parallelepiped: a = 20, b = 14, c = 8; Density = 23; SurfaceArea = 1104.0
Sphere: r = 14; Density = 23; SurfaceArea = 2463.0086404143976
Parallelepiped: a = 9, b = 29, c = 9; Density = 16; SurfaceArea = 1206.0
Parallelepiped: a = 12, b = 30, c = 29; Density = 17; SurfaceArea = 3156.0
Sphere: r = 8; Density = 23; SurfaceArea = 804.247719318987
Parallelepiped: a = 12, b = 28, c = 11; Density = 2; SurfaceArea = 1552.0
Tetrahedron: a = 18; Density = 19; SurfaceArea = 561.1844616523163
Parallelepiped: a = 7, b = 24, c = 28; Density = 22; SurfaceArea = 2072.0
Parallelepiped: a = 14, b = 17, c = 15; Density = 12; SurfaceArea = 1406.0
Tetrahedron: a = 13; Density = 10; SurfaceArea = 292.71658647914023
Tetrahedron: a = 30; Density = 9; SurfaceArea = 1558.8457268119894
Sphere: r = 13; Density = 21; SurfaceArea = 2123.7166338267
Parallelepiped: a = 15, b = 20, c = 24; Density = 15; SurfaceArea = 2280.0
Tetrahedron: a = 15; Density = 20; SurfaceArea = 389.71143170299734
Parallelepiped: a = 12, b = 19, c = 7; Density = 12; SurfaceArea = 890.0
Tetrahedron: a = 27; Density = 12; SurfaceArea = 1262.6650387177115
Sphere: r = 24; Density = 15; SurfaceArea = 7238.229473870883
Sphere: r = 24; Density = 5; SurfaceArea = 7238.229473870883
Tetrahedron: a = 24; Density = 16; SurfaceArea = 997.6612651596732
Sphere: r = 16; Density = 26; SurfaceArea = 3216.990877275948
Tetrahedron: a = 26; Density = 20; SurfaceArea = 1170.866345916561
Sphere: r = 14; Density = 6; SurfaceArea = 2463.0086404143976
Parallelepiped: a = 1, b = 29, c = 20; Density = 4; SurfaceArea = 1258.0
Tetrahedron: a = 15; Density = 24; SurfaceArea = 389.71143170299734
Parallelepiped: a = 9, b = 24, c = 21; Density = 12; SurfaceArea = 1818.0
Parallelepiped: a = 29, b = 24, c = 29; Density = 13; SurfaceArea = 4466.0
Parallelepiped: a = 4, b = 25, c = 28; Density = 8; SurfaceArea = 1824.0
Parallelepiped: a = 29, b = 7, c = 13; Density = 3; SurfaceArea = 1342.0
Sphere: r = 25; Density = 8; SurfaceArea = 7853.981633974483
Parallelepiped: a = 6, b = 29, c = 3; Density = 20; SurfaceArea = 558.0
Tetrahedron: a = 10; Density = 10; SurfaceArea = 173.20508075688772
Sphere: r = 17; Density = 7; SurfaceArea = 3631.681107549801
Tetrahedron: a = 21; Density = 21; SurfaceArea = 763.8344061378748
Parallelepiped: a = 21, b = 11, c = 22; Density = 26; SurfaceArea = 1870.0
Sphere: r = 20; Density = 3; SurfaceArea = 5026.548245743669
Parallelepiped: a = 14, b = 22, c = 23; Density = 27; SurfaceArea = 2272.0
Sphere: r = 21; Density = 15; SurfaceArea = 5541.769440932395
Parallelepiped: a = 3, b = 7, c = 26; Density = 8; SurfaceArea = 562.0
Sphere: r = 12; Density = 27; SurfaceArea = 1809.5573684677208
Tetrahedron: a = 21; Density = 2; SurfaceArea = 763.8344061378748
Tetrahedron: a = 23; Density = 9; SurfaceArea = 916.2548772039361
Parallelepiped: a = 17, b = 11, c = 16; Density = 25; SurfaceArea = 1270.0
Sphere: r = 14; Density = 9; SurfaceArea = 2463.0086404143976
Parallelepiped: a = 23, b = 4, c = 26; Density = 16; SurfaceArea = 1588.0
Sphere: r = 24; Density = 29; SurfaceArea = 7238.229473870883
Tetrahedron: a = 5; Density = 14; SurfaceArea = 43.30127018922193
Sphere: r = 6; Density = 9; SurfaceArea = 452.3893421169302
Parallelepiped: a = 12, b = 26, c = 18; Density = 17; SurfaceArea = 1992.0
Sphere: r = 20; Density = 3; SurfaceArea = 5026.548245743669
Parallelepiped: a = 3, b = 11, c = 14; Density = 24; SurfaceArea = 458.0
Sphere: r = 21; Density = 12; SurfaceArea = 5541.769440932395
Parallelepiped: a = 22, b = 21, c = 1; Density = 15; SurfaceArea = 1010.0
Sphere: r = 14; Density = 9; SurfaceArea = 2463.0086404143976
Sphere: r = 26; Density = 18; SurfaceArea = 8494.8665353068
Tetrahedron: a = 13; Density = 13; SurfaceArea = 292.71658647914023
Parallelepiped: a = 14, b = 16, c = 27; Density = 23; SurfaceArea = 2068.0
Sphere: r = 19; Density = 12; SurfaceArea = 4536.459791783661
Tetrahedron: a = 15; Density = 29; SurfaceArea = 389.71143170299734
Parallelepiped: a = 17, b = 30, c = 13; Density = 27; SurfaceArea = 2242.0
Sphere: r = 22; Density = 10; SurfaceArea = 6082.12337734984
Sphere: r = 23; Density = 15; SurfaceArea = 6647.610054996002
Parallelepiped: a = 19, b = 5, c = 19; Density = 6; SurfaceArea = 1102.0
Sphere: r = 28; Density = 1; SurfaceArea = 9852.03456165759
Parallelepiped: a = 20, b = 23, c = 20; Density = 13; SurfaceArea = 2640.0
Parallelepiped: a = 8, b = 14, c = 27; Density = 30; SurfaceArea = 1412.0
Parallelepiped: a = 9, b = 9, c = 28; Density = 27; SurfaceArea = 1170.0
Sphere: r = 13; Density = 8; SurfaceArea = 2123.7166338267
Sphere: r = 17; Density = 11; SurfaceArea = 3631.681107549801
Sphere: r = 29; Density = 5; SurfaceArea = 10568.317686676064
Parallelepiped: a = 14, b = 10, c = 29; Density = 18; SurfaceArea = 1672.0
Sphere: r = 12; Density = 23; SurfaceArea = 1809.5573684677208
Sphere: r = 26; Density = 13; SurfaceArea = 8494.8665353068
Tetrahedron: a = 23; Density = 12; SurfaceArea = 916.2548772039361
Parallelepiped: a = 13, b = 12, c = 17; Density = 17; SurfaceArea = 1162.0
Sphere: r = 19; Density = 15; SurfaceArea = 4536.459791783661
Sphere: r = 7; Density = 21; SurfaceArea = 615.7521601035994
Parallelepiped: a = 5, b = 2, c = 5; Density = 11; SurfaceArea = 90.0
Tetrahedron: a = 25; Density = 3; SurfaceArea = 1082.5317547305483
Tetrahedron: a = 10; Density = 27; SurfaceArea = 173.20508075688772
Tetrahedron: a = 13; Density = 29; SurfaceArea = 292.71658647914023
Sphere: r = 20; Density = 6; SurfaceArea = 5026.548245743669
Parallelepiped: a = 25, b = 6, c = 9; Density = 8; SurfaceArea = 858.0
Sphere: r = 12; Density = 29; SurfaceArea = 1809.5573684677208
Sphere: r = 17; Density = 11; SurfaceArea = 3631.681107549801
Sphere: r = 26; Density = 26; SurfaceArea = 8494.8665353068
Tetrahedron: a = 30; Density = 19; SurfaceArea = 1558.8457268119894
Tetrahedron: a = 11; Density = 25; SurfaceArea = 209.57814771583415
Parallelepiped: a = 19, b = 25, c = 29; Density = 26; SurfaceArea = 3502.0
Parallelepiped: a = 20, b = 30, c = 6; Density = 6; SurfaceArea = 1800.0
Parallelepiped: a = 7, b = 23, c = 8; Density = 11; SurfaceArea = 802.0
Tetrahedron: a = 26; Density = 4; SurfaceArea = 1170.866345916561
Sphere: r = 26; Density = 3; SurfaceArea = 8494.8665353068
Tetrahedron: a = 23; Density = 14; SurfaceArea = 916.2548772039361
Tetrahedron: a = 4; Density = 4; SurfaceArea = 27.712812921102035
Tetrahedron: a = 8; Density = 6; SurfaceArea = 110.85125168440814
Tetrahedron: a = 2; Density = 29; SurfaceArea = 6.928203230275509
Sphere: r = 17; Density = 27; SurfaceArea = 3631.681107549801
Sphere: r = 5; Density = 23; SurfaceArea = 314.1592653589793
Sphere: r = 22; Density = 25; SurfaceArea = 6082.12337734984
Sphere: r = 26; Density = 12; SurfaceArea = 8494.8665353068
Sphere: r = 14; Density = 3; SurfaceArea = 2463.0086404143976
Parallelepiped: a = 1, b = 16, c = 30; Density = 18; SurfaceArea = 1052.0
Tetrahedron: a = 25; Density = 26; SurfaceArea = 1082.5317547305483
Parallelepiped: a = 1, b = 4, c = 18; Density = 11; SurfaceArea = 188.0
Tetrahedron: a = 4; Density = 30; SurfaceArea = 27.712812921102035
Sphere: r = 16; Density = 24; SurfaceArea = 3216.990877275948
Sphere: r = 9; Density = 7; SurfaceArea = 1017.8760197630929
Tetrahedron: a = 15; Density = 29; SurfaceArea = 389.71143170299734
Parallelepiped: a = 29, b = 17, c = 23; Density = 10; SurfaceArea = 3102.0
Parallelepiped: a = 9, b = 17, c = 23; Density = 23; SurfaceArea = 1502.0
Sphere: r = 4; Density = 15; SurfaceArea = 201.06192982974676
Sphere: r = 8; Density = 28; SurfaceArea = 804.247719318987
Tetrahedron: a = 26; Density = 29; SurfaceArea = 1170.866345916561
Sphere: r = 4; Density = 2; SurfaceArea = 201.06192982974676
Tetrahedron: a = 25; Density = 21; SurfaceArea = 1082.5317547305483
Tetrahedron: a = 20; Density = 28; SurfaceArea = 692.8203230275509
Parallelepiped: a = 13, b = 9, c = 1; Density = 22; SurfaceArea = 278.0
Tetrahedron: a = 1; Density = 21; SurfaceArea = 1.7320508075688772
Parallelepiped: a = 19, b = 14, c = 20; Density = 7; SurfaceArea = 1852.0
Tetrahedron: a = 22; Density = 19; SurfaceArea = 838.3125908633366
Parallelepiped: a = 8, b = 6, c = 22; Density = 12; SurfaceArea = 712.0
Parallelepiped: a = 3, b = 13, c = 30; Density = 26; SurfaceArea = 1038.0
Sphere: r = 1; Density = 17; SurfaceArea = 12.566370614359172
Sphere: r = 21; Density = 13; SurfaceArea = 5541.769440932395
Tetrahedron: a = 12; Density = 15; SurfaceArea = 249.4153162899183
Parallelepiped: a = 15, b = 16, c = 17; Density = 13; SurfaceArea = 1534.0
Parallelepiped: a = 28, b = 9, c = 22; Density = 1; SurfaceArea = 2132.0
Tetrahedron: a = 23; Density = 29; SurfaceArea = 916.2548772039361
Sphere: r = 28; Density = 5; SurfaceArea = 9852.03456165759
Parallelepiped: a = 28, b = 6, c = 25; Density = 29; SurfaceArea = 2036.0
Parallelepiped: a = 22, b = 3, c = 27; Density = 30; SurfaceArea = 1482.0
Sphere: r = 30; Density = 21; SurfaceArea = 11309.733552923255
Parallelepiped: a = 11, b = 3, c = 11; Density = 26; SurfaceArea = 374.0
Sphere: r = 5; Density = 10; SurfaceArea = 314.1592653589793
Sphere: r = 30; Density = 8; SurfaceArea = 11309.733552923255
Tetrahedron: a = 5; Density = 21; SurfaceArea = 43.30127018922193
Sphere: r = 23; Density = 12; SurfaceArea = 6647.610054996002
Tetrahedron: a = 19; Density = 19; SurfaceArea = 625.2703415323647
Parallelepiped: a = 9, b = 21, c = 11; Density = 26; SurfaceArea = 1038.0
Parallelepiped: a = 26, b = 19, c = 2; Density = 22; SurfaceArea = 1168.0
Sphere: r = 27; Density = 24; SurfaceArea = 9160.884177867836
Sphere: r = 27; Density = 29; SurfaceArea = 9160.884177867836
Tetrahedron: a = 29; Density = 5; SurfaceArea = 1456.6547291654258
Sphere: r = 18; Density = 4; SurfaceArea = 4071.5040790523717
Parallelepiped: a = 18, b = 11, c = 26; Density = 12; SurfaceArea = 1904.0
Tetrahedron: a = 27; Density = 3; SurfaceArea = 1262.6650387177115
Tetrahedron: a = 10; Density = 26; SurfaceArea = 173.20508075688772
Sphere: r = 11; Density = 11; SurfaceArea = 1520.53084433746
Parallelepiped: a = 3, b = 29, c = 28; Density = 27; SurfaceArea = 1966.0
Sphere: r = 29; Density = 13; SurfaceArea = 10568.317686676064
Parallelepiped: a = 17, b = 15, c = 22; Density = 17; SurfaceArea = 1918.0
Parallelepiped: a = 24, b = 23, c = 16; Density = 11; SurfaceArea = 2608.0
Parallelepiped: a = 1, b = 19, c = 27; Density = 18; SurfaceArea = 1118.0
Sphere: r = 10; Density = 3; SurfaceArea = 1256.6370614359173
Tetrahedron: a = 13; Density = 1; SurfaceArea = 292.71658647914023
Parallelepiped: a = 5, b = 11, c = 8; Density = 1; SurfaceArea = 366.0
Tetrahedron: a = 4; Density = 7; SurfaceArea = 27.712812921102035
Sphere: r = 22; Density = 19; SurfaceArea = 6082.12337734984
Parallelepiped: a = 28, b = 23, c = 7; Density = 25; SurfaceArea = 2002.0
Sphere: r = 5; Density = 16; SurfaceArea = 314.1592653589793
Sphere: r = 20; Density = 3; SurfaceArea = 5026.548245743669
Parallelepiped: a = 23, b = 20, c = 14; Density = 29; SurfaceArea = 2124.0
Sphere: r = 18; Density = 5; SurfaceArea = 4071.5040790523717
Tetrahedron: a = 27; Density = 8; SurfaceArea = 1262.6650387177115
Tetrahedron: a = 6; Density = 1; SurfaceArea = 62.35382907247958
Sphere: r = 9; Density = 20; SurfaceArea = 1017.8760197630929
Parallelepiped: a = 16, b = 18, c = 28; Density = 3; SurfaceArea = 2480.0
Tetrahedron: a = 19; Density = 2; SurfaceArea = 625.2703415323647
Sphere: r = 23; Density = 26; SurfaceArea = 6647.610054996002
Tetrahedron: a = 22; Density = 24; SurfaceArea = 838.3125908633366
Sphere: r = 3; Density = 17; SurfaceArea = 113.09733552923255
Tetrahedron: a = 16; Density = 22; SurfaceArea = 443.40500673763256
Parallelepiped: a = 22, b = 24, c = 29; Density = 1; SurfaceArea = 3724.0
Parallelepiped: a = 28, b = 17, c = 2; Density = 9; SurfaceArea = 1132.0
Tetrahedron: a = 1; Density = 6; SurfaceArea = 1.7320508075688772
Tetrahedron: a = 29; Density = 11; SurfaceArea = 1456.6547291654258
Parallelepiped: a = 4, b = 26, c = 16; Density = 13; SurfaceArea = 1168.0
Sphere: r = 19; Density = 23; SurfaceArea = 4536.459791783661
Tetrahedron: a = 27; Density = 10; SurfaceArea = 1262.6650387177115
Parallelepiped: a = 11, b = 17, c = 29; Density = 8; SurfaceArea = 1998.0
Tetrahedron: a = 11; Density = 20; SurfaceArea = 209.57814771583415
Tetrahedron: a = 1; Density = 1; SurfaceArea = 1.7320508075688772
Tetrahedron: a = 12; Density = 28; SurfaceArea = 249.4153162899183
Sphere: r = 7; Density = 29; SurfaceArea = 615.7521601035994
Tetrahedron: a = 25; Density = 27; SurfaceArea = 1082.5317547305483
Tetrahedron: a = 21; Density = 2; SurfaceArea = 763.8344061378748
Sphere: r = 7; Density = 17; SurfaceArea = 615.7521601035994
Parallelepiped: a = 10, b = 12, c = 14; Density = 30; SurfaceArea = 856.0
Sphere: r = 24; Density = 27; SurfaceArea = 7238.229473870883
Sphere: r = 26; Density = 24; SurfaceArea = 8494.8665353068
Parallelepiped: a = 7, b = 23, c = 29; Density = 24; SurfaceArea = 2062.0
